IP,Blocked_Time,Source,VT_Malicious,VT_Suspicious,AbuseIPDB_Score,AbuseIPDB_Reports,GreyNoise_Noise,AlienVault_Pulses,Country,ISP,Lat,Lon
101.132.144.220,2026-07-13T06:33:26.416961,auto,6,4,N/A,N/A,NO,N/A,China,Hangzhou Alibaba Advertising Co,31.2222,121.4581
101.201.38.226,2026-07-13T06:33:26.416967,auto,N/A,N/A,N/A,N/A,NO,N/A,China,Hangzhou Alibaba Advertising Co,39.911,116.395
164.92.244.132,2026-07-13T06:33:26.416972,auto,N/A,N/A,100,1060,NO,N/A,Germany,"DigitalOcean, LLC",50.1169,8.6837
179.27.99.9,2026-07-13T06:33:26.416978,auto,10,4,N/A,N/A,NO,N/A,Uruguay,Administracion Nacional de Telecomunicaciones,-34.8921,-56.1944
83.222.175.106,2026-07-13T06:33:26.416984,auto,N/A,N/A,100,270,NO,N/A,Bulgaria,Comnet Bulgaria Holding Ltd.,42.6842,26.3342
101.126.53.14,2026-07-13T06:33:26.416990,auto,18,3,N/A,N/A,NO,N/A,China,GHSX,39.9904,116.386
81.193.216.17,2026-07-13T06:33:26.416995,auto,11,5,N/A,N/A,NO,N/A,Portugal,PT Comunicacoes S.A,38.3953,-28.2522
94.154.43.181,2026-07-13T06:33:26.417000,auto,12,3,N/A,N/A,NO,N/A,Turkey,Net Gate Telecom S.R.L.,40.1854,29.0824
34.123.134.194,2026-07-13T06:33:26.417006,auto,N/A,N/A,100,4921,NO,N/A,United States,Google LLC,41.2619,-95.8608
157.20.189.179,2026-07-13T06:33:26.417012,auto,N/A,N/A,100,444,NO,N/A,Indonesia,Dinas Komunikasi dan Informatika Kabupaten Lamongan,-7.1183,112.413
101.126.138.178,2026-07-13T06:33:26.417019,auto,9,5,N/A,N/A,NO,N/A,China,"Beijing Volcano Engine Technology Co., Ltd.",39.9794,116.338
1.164.166.102,2026-07-13T06:33:26.417025,auto,2,0,32,4,YES,0,Taiwan,"Chunghwa Telecom Co., Ltd.",25.053,121.5259
1.38.238.72,2026-07-13T06:33:26.417031,auto,2,3,0,0,NO,1,India,Vodafone India Ltd,23.0276,72.5871
119.91.27.13,2026-07-13T06:33:26.417037,auto,6,2,N/A,N/A,NO,N/A,China,China Internet Network Information Center,23.1181,113.2539
1.237.155.150,2026-07-13T06:33:26.417046,auto,7,4,N/A,N/A,NO,N/A,South Korea,SK Broadband Co Ltd,37.4331,127.1377
101.115.130.168,2026-07-13T06:33:26.417052,auto,1,2,0,0,NO,0,Australia,Vodafone Australia Pty Ltd,-37.834,144.9832
204.76.203.80,2026-07-13T06:33:26.417059,auto,14,3,N/A,N/A,NO,N/A,The Netherlands,Pfcloud UG,50.8897,6.0563
114.34.106.146,2026-07-13T06:33:26.417065,auto,14,2,N/A,N/A,NO,N/A,Taiwan,"Chunghwa Telecom Co., Ltd.",25.0693,121.4626
52.248.43.121,2026-07-13T06:33:26.417071,auto,N/A,N/A,100,1541,NO,N/A,United States,Microsoft Corporation,29.4167,-98.5
101.126.67.70,2026-07-13T06:33:26.417077,auto,10,4,N/A,N/A,NO,N/A,China,"Beijing Volcano Engine Technology Co., Ltd.",39.9042,116.407
184.105.247.238,2026-07-13T06:33:26.417083,auto,12,2,N/A,N/A,NO,N/A,United States,Hurricane Electric LLC,37.6951,-121.9
101.128.99.142,2026-07-13T06:33:26.417089,auto,10,3,N/A,N/A,NO,N/A,Indonesia,CBN,-8.6507,115.2124
101.13.5.30,2026-07-13T06:33:26.417094,auto,9,4,N/A,N/A,NO,N/A,Taiwan,"Taiwan Mobile Co., Ltd.",25.0237,121.552
101.13.1.58,2026-07-13T06:33:26.417100,auto,12,3,N/A,N/A,NO,N/A,Taiwan,"Taiwan Mobile Co., Ltd.",25.0237,121.552
159.192.97.182,2026-07-13T06:33:26.417105,auto,2,2,100,64,NO,N/A,Thailand,National Telecom Public Company Limited,13.6687,100.579
101.13.5.49,2026-07-13T06:33:26.417112,auto,10,4,N/A,N/A,NO,N/A,Taiwan,"Taiwan Mobile Co., Ltd.",25.0237,121.552
1.95.119.12,2026-07-13T06:33:26.417118,auto,3,2,N/A,N/A,NO,N/A,China,DXTNET,26.6475,106.6301
101.126.157.138,2026-07-13T06:33:26.417123,auto,11,5,N/A,N/A,NO,N/A,China,"Beijing Volcano Engine Technology Co., Ltd.",39.9794,116.338
85.217.149.44,2026-07-13T06:33:26.417129,auto,N/A,N/A,100,4105,NO,N/A,Canada,Modat B.V.,45.3161,-73.8736
167.172.131.195,2026-07-13T06:33:26.417134,auto,N/A,N/A,100,52,NO,N/A,United States,"DigitalOcean, LLC",40.7964,-74.0203
91.92.40.27,2026-07-13T06:33:26.417140,auto,N/A,N/A,100,2688,NO,N/A,Bulgaria,BULLETGROUP,43.1753,27.9041
66.132.224.29,2026-07-13T06:33:26.417146,auto,N/A,N/A,100,4318,NO,N/A,United States,"Censys, Inc.",42.2809,-83.7489
1.15.221.192,2026-07-13T06:33:26.417151,auto,10,3,N/A,N/A,NO,N/A,China,Tencent Cloud Computing (Beijing) Co. Ltd.,30.9523,117.8164
101.200.79.60,2026-07-13T06:33:26.417157,auto,N/A,N/A,N/A,N/A,NO,N/A,China,Hangzhou Alibaba Advertising Co,39.911,116.395
207.90.244.17,2026-07-13T06:33:26.417163,auto,N/A,N/A,100,10281,NO,N/A,United States,Cogent Communications,30.4515,-97.5774
101.109.255.242,2026-07-13T06:33:26.417169,auto,7,6,100,140,NO,N/A,Thailand,TOT Public Company Limited,13.7101,100.4543
101.13.1.75,2026-07-13T06:33:26.417175,auto,8,4,N/A,N/A,NO,N/A,Taiwan,"Taiwan Mobile Co., Ltd.",25.0237,121.552
1.116.61.217,2026-07-13T06:33:26.417180,auto,11,3,N/A,N/A,NO,N/A,China,China Internet Network Information Center,31.2222,121.4581
101.126.55.63,2026-07-13T06:33:26.417187,auto,10,5,N/A,N/A,NO,N/A,China,GHSX,39.9904,116.386
103.25.47.94,2026-07-13T06:33:26.417192,auto,10,4,N/A,N/A,NO,N/A,India,Rainbow communications India Pvt Ltd,11.6602,78.1532
1.20.228.110,2026-07-13T06:33:26.417198,auto,15,3,N/A,N/A,NO,N/A,Thailand,TOT Public Company Limited,13.8983,100.582
156.225.1.10,2026-07-13T06:33:26.417204,auto,6,2,N/A,N/A,NO,N/A,Japan,AgotoZ HK Limited,35.694,139.754
162.214.5.224,2026-07-13T06:33:26.417209,auto,N/A,N/A,100,1306,NO,N/A,United States,Unified Layer,40.2066,-111.643
1.235.192.131,2026-07-13T06:33:26.417215,auto,6,4,N/A,N/A,NO,N/A,South Korea,SK Broadband Co Ltd,37.4803,127.0302
34.62.105.50,2026-07-13T06:33:26.417221,auto,4,2,N/A,N/A,NO,N/A,Belgium,Google LLC,50.9009,4.4855
1.237.74.84,2026-07-13T06:33:26.417226,auto,2,1,100,29,NO,N/A,South Korea,SK Broadband Co Ltd,37.2892,127.4531
8.216.6.134,2026-07-13T06:33:26.417233,auto,6,4,N/A,N/A,NO,N/A,Japan,"Alibaba (US) Technology Co., Ltd.",35.6893,139.6899
209.99.185.195,2026-07-13T06:33:26.417239,auto,N/A,N/A,100,4220,NO,N/A,Switzerland,SKN Subnet & Telecom Ltd,47.3643,8.5437
64.62.197.157,2026-07-13T06:33:26.417245,auto,10,3,N/A,N/A,NO,N/A,United States,Hurricane Electric LLC,37.6951,-121.9
1.39.155.64,2026-07-13T06:33:26.417251,auto,2,3,0,0,NO,1,India,Hutchison Max Telecom Limited,26.9136,75.7858
95.214.55.23,2026-07-13T06:33:26.417257,auto,N/A,N/A,100,226,NO,N/A,Poland,MEVSPACE sp. z o.o.,52.1783,21.0602
101.184.173.229,2026-07-13T06:33:26.417263,auto,N/A,N/A,11,2,NO,0,Australia,Telstra Limited,-34.0669,151.0166
79.124.59.78,2026-07-13T06:33:26.417269,auto,N/A,N/A,100,16842,NO,N/A,Bulgaria,Tamatiya EOOD,42.6539,24.7548
1.47.29.162,2026-07-13T06:33:26.417274,auto,4,2,N/A,N/A,NO,N/A,Thailand,Total Access Communication PLC,13.7159,100.417
101.126.71.100,2026-07-13T06:33:26.417280,auto,9,4,N/A,N/A,NO,N/A,China,"Beijing Volcano Engine Technology Co., Ltd.",39.9042,116.407
47.251.165.41,2026-07-13T06:33:26.417286,auto,5,3,N/A,N/A,NO,N/A,United States,Alibaba Cloud LLC,36.7783,-119.418
85.217.140.42,2026-07-13T06:33:26.417292,auto,12,4,N/A,N/A,NO,N/A,France,Modat B.V.,50.9853,2.1311
45.148.10.151,2026-07-13T06:33:26.417298,auto,13,3,100,208385,NO,N/A,The Netherlands,Techoff SRV Limited,52.3716,4.8883
101.13.5.26,2026-07-13T06:33:26.417304,auto,12,5,N/A,N/A,NO,N/A,Taiwan,"Taiwan Mobile Co., Ltd.",25.0237,121.552
101.13.4.128,2026-07-13T06:33:26.417309,auto,11,4,N/A,N/A,NO,N/A,Taiwan,"Taiwan Mobile Co., Ltd.",25.0237,121.552
1.86.233.5,2026-07-13T06:33:26.417315,auto,15,3,N/A,N/A,NO,N/A,China,Chinanet,34.2649,108.954
